Doc_ID,Hypothesis_ID,Gold_Label,Evidence_Text,Primary_Pattern,Secondary_Patterns,Cue_Words,Evidence_Structure,Divergence_Flag,Confidence,Complexity_Score,Notes
474,nda-20,Entailment,"All documents, memoranda, notes and other writings whatsoever prepared by the receiving party or its Representatives which contain, reflect or are based upon the information in the Evaluation Material shall be destroyed or, at the receiving party's election, shall be delivered to outside legal counsel of the receiving party (where such materials shall be held in confidence, except as needed in the context of actual or threatened legal proceedings, or destroyed), and such destruction or delivery to outside counsel shall be certified in writing to the disclosing party by an authorized officer of the receiving party supervising such destruction or making such delivery to outside counsel.",,,,Single-span,,,,
474,nda-3,NotMentioned,N/A,,,,None,,,,
474,nda-18,Entailment,"In consideration of the furnishing of Evaluation Material hereunder, each party agrees that, for a period of two years from the date hereof, neither such party nor any of its controlled affiliates will solicit to employ any of the current officers or employees of the other party with whom such party has contact or who is specifically identified to such party during the period of such party's investigation of the other party with respect to a possible transaction, so long as they are employed by the other party, without obtaining the prior written consent of the other party; provided, however, that solicitation for purposes of this paragraph shall not include solicitation of employees or officers",,,,Single-span,,,,
474,nda-7,Entailment,"As a condition to such information being furnished to each party and its directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, consultants, bankers and financial advisors) (collectively, ""Representatives""), each party agrees to treat any such nonpublic information concerning the other party (whether prepared by the disclosing party, its advisors or otherwise and irrespective of the form of communication) which is furnished hereunder to a party or to its Representatives by or on behalf of the disclosing party (herein collectively referred to as the ""Evaluation Material"") in accordance with the provisions of this Agreement, and to take or abstain from taking certain other actions hereinafter set forth.
---
(i) the receiving party may make any disclosure of such information to which the disclosing party gives its prior written consent and
---
(ii) any of such information may be disclosed to the receiving party's Representatives who need to know such information for the sole purpose of assisting the receiving party in evaluating, negotiating and consummating a possible transaction between the parties (it being understood that such Representatives shall be informed by the receiving party of the confidential nature of such information and shall be directed by the receiving party to treat such information confidentially).",,,,Multi-span,,,,
474,nda-17,NotMentioned,N/A,,,,None,,,,
474,nda-8,Entailment,"In the event that a party or any of its Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process) to disclose any of the other party's Evaluation Material, the party requested or required to make the disclosure shall provide the other party with prompt written notice of any such request or requirement so that the other party may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this Agreement.",,,,Single-span,,,,
474,nda-13,Entailment,"The term ""Evaluation Material"" does not include information which
---
(iii) is or becomes available to the receiving party on a non-confidential basis from a source other than the disclosing party, or any of its Representatives, provided that such source was not known by the receiving party to be bound by a confidentiality agreement with, or other contractual, legal or fiduciary obligation of confidentiality to, the disclosing party or any other party with respect to such information;",,,,Multi-span,,,,
474,nda-5,Entailment,"As a condition to such information being furnished to each party and its directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, consultants, bankers and financial advisors) (collectively, ""Representatives""), each party agrees to treat any such nonpublic information concerning the other party (whether prepared by the disclosing party, its advisors or otherwise and irrespective of the form of communication) which is furnished hereunder to a party or to its Representatives by or on behalf of the disclosing party (herein collectively referred to as the ""Evaluation Material"") in accordance with the provisions of this Agreement, and to take or abstain from taking certain other actions hereinafter set forth.
---
(i) the receiving party may make any disclosure of such information to which the disclosing party gives its prior written consent and
---
(ii) any of such information may be disclosed to the receiving party's Representatives who need to know such information for the sole purpose of assisting the receiving party in evaluating, negotiating and consummating a possible transaction between the parties (it being understood that such Representatives shall be informed by the receiving party of the confidential nature of such information and shall be directed by the receiving party to treat such information confidentially).",,,,Multi-span,,,,
474,nda-4,Entailment,"Each party hereby agrees that it and its
---
Representatives shall use the other party's Evaluation Material solely for the purpose of evaluating, negotiating and consummating a possible transaction between the parties, and that the disclosing party's Evaluation Material will be kept confidential and each party and its Representatives will not disclose or use for purposes other than the evaluation, negotiation and consummation of a transaction any of the other party's Evaluation Material in any manner whatsoever; provided, however, that",,,,Multi-span,,,,
475,nda-11,Entailment,"The Parties shall not make use of any reverse engineering processes or techniques, or other similar means, to obtain additional information from the Company Information disclosed or otherwise obtained from the other Party or from the material of the other Party to which access is granted, on or after the date first above written.",,,,Single-span,,,,
475,nda-16,NotMentioned,N/A,,,,None,,,,
475,nda-15,NotMentioned,N/A,,,,None,,,,
475,nda-10,NotMentioned,N/A,,,,None,,,,
475,nda-2,Contradiction,"As used in this agreement, the term ""Company Information"" shall mean all confidential or proprietary information and proprietary materials, including, but not limited to: trade secrets, know-how, client lists, proposed trademarks, patent applications, formulations, techniques, processes, inventions, ideas, designs, formulae, methodology, data, reports, proteins, biological substances, chemical substances and chemical compounds, including the compounds and substances resulting from a variation of the proportion of their component parts, computer software, computer software source codes, machinery, equipment, all prior and future developments, enhancements and improvements to any of the foregoing and information regarding sources of supply, business plans, patent positioning and the existence, scope and activities regarding any research, development, manufacturing, marketing or other projects of The Parties.",,,,Single-span,,,,
475,nda-1,NotMentioned,N/A,,,,None,,,,
475,nda-19,Entailment,"The redelivery of such material shall not relieve The Parties of their confidentiality or other obligations hereunder.
---
Termination of the present agreement, at any time and for any reason whatsoever shall not extinguish its terms.
---
The terms of this Non-Disclosure and Confidentiality Agreement will survive for 5 years, for the benefit of The Parties and their respective successors.",,,,Multi-span,,,,
475,nda-12,NotMentioned,N/A,,,,None,,,,
475,nda-20,Contradiction,"At any time, upon one Party's request, the other Party shall promptly redeliver to the first Party the Company Information and all materials relating to or involving Company Information of the first Party (whether prepared by the party or otherwise), and will not retain any copies, extracts or other reproductions in whole or in part regarding the Company Information.",,,,Single-span,,,,
475,nda-3,NotMentioned,N/A,,,,None,,,,
475,nda-18,NotMentioned,N/A,,,,None,,,,
475,nda-7,Entailment,"The Parties shall take every possible precaution to ensure that only their employees, contractors, directors and officers who have a strict and genuine need to know have access to the Company Information.",,,,Single-span,,,,
475,nda-17,Contradiction,"The Parties shall not make any copies, images or other reproductions of the Company Information disclosed by or otherwise obtained from the other Party.",,,,Single-span,,,,
475,nda-8,Entailment,"If Company Information of the other Party is required to be disclosed by law, regulation or court order to regulatory authorities or other governmental bodies, The Party must promptly inform the other Party before disclosing such Company Information so that the other Party may have a reasonable opportunity to contest such requirement.",,,,Single-span,,,,
475,nda-13,NotMentioned,N/A,,,,None,,,,
475,nda-5,Entailment,"The Parties shall take every possible precaution to ensure that only their employees, contractors, directors and officers who have a strict and genuine need to know have access to the Company Information.",,,,Single-span,,,,
475,nda-4,Entailment,"The Parties shall use the Company Information solely for the purpose of testing and examining the Company Information to evaluate the possibility of executing an agreement for the marketing, sale and distribution of Company Information or products incorporating Company Information or other future business relations between them.
---
The Parties shall not use the other Party's Company Information for any other purpose.
---
In particular, but without limitation, The Parties shall not use the other Party's Company Information for the direct or indirect benefit of third parties or for consulting purposes, nor sell, lend, exchange or draw profits from the Company Information of the other Party, in whole or in part.",,,,Multi-span,,,,
477,nda-11,Entailment,"(d) Receiving Party may not reverse engineer, decompile or disassemble any software disclosed to Receiving Party.",,,,Single-span,,,,
477,nda-16,NotMentioned,N/A,,,,None,,,,
477,nda-15,Entailment,"(a) All Confidential Information and Confidential Materials are and shall remain the property of Disclosing Party.
---
By disclosing information to Receiving Party, Disclosing Party does not grant any express or implied right to Receiving Party to or under Disclosing Party patents, copyrights, trademarks, or trade secret information.
---
However, the foregoing shall not be deemed to grant to either party a license under the other party's copyrights or patents.",,,,Multi-span,,,,
477,nda-10,NotMentioned,N/A,,,,None,,,,
477,nda-2,Contradiction,"""Confidential Information"" includes, without limitation, information relating to released or unreleased Disclosing Party software or hardware products, the marketing or promotion of any Disclosing Party product, Disclosing Party's business policies or practices, and information received from others that Disclosing Party is obligated to treat as confidential.",,,,Single-span,,,,
477,nda-1,Contradiction,"(a) ""Confidential Information"" means nonpublic information that Disclosing Party designates as being confidential or which, under the circumstances surrounding disclosure ought to be treated as confidential.",,,,Single-span,,,,
477,nda-19,Entailment,(j) All obligations created by this Agreement shall survive change or termination of the parties' business relationship.,,,,Single-span,,,,
477,nda-12,Entailment,"(b) Confidential Information shall not include any information that:
---
(i) is or subsequently becomes publicly available without Receiving Party's breach of any obligation owed Disclosing Party;
---
(ii) became known to Receiving Party prior to Disclosing Party's disclosure of such information to Receiving Party;
---
(iii) became known to Receiving Party from a source other than Disclosing Party other than by the breach of an obligation of confidentiality owed to Disclosing Party; or
---
(iv) is independently developed by Receiving Party.
---
(e) The terms of confidentiality under this Agreement shall not be construed to limit either party's right to independently develop or acquire products without use of the other party's Confidential Information.",,,,Multi-span,,,,
477,nda-20,Contradiction,"(b) Receiving Party shall return all originals, copies, reproductions and summaries of Confidential Information or Confidential Materials at Disclosing Party's request, or at Disclosing Party's option, certify destruction of the same.",,,,Single-span,,,,
477,nda-3,NotMentioned,N/A,,,,None,,,,
477,nda-18,NotMentioned,N/A,,,,None,,,,
477,nda-7,Entailment,"(a) Receiving Party shall not disclose any Confidential Information to third parties for five (5) years following the date of its disclosure by Disclosing Party to Receiving Party, except to Receiving Party's consultants as provided below.
---
Receiving Party may disclose Confidential Information or Confidential Material only to Receiving Party's employees or consultants on a need-to-know basis.",,,,Multi-span,,,,
477,nda-17,Entailment,"(c) Confidential Information and Confidential Materials may be disclosed, reproduced, summarized or distributed only in pursuance of Receiving Party's business relationship with Disclosing Party, and only as otherwise provided hereunder.",,,,Single-span,,,,
477,nda-8,Entailment,"However, Receiving Party may disclose Confidential Information in accordance with judicial or other governmental order, provided Receiving Party shall give Disclosing Party reasonable notice prior to such disclosure and shall comply with any applicable protective order or equivalent.",,,,Single-span,,,,
477,nda-13,Entailment,"(b) Confidential Information shall not include any information that:
---
(i) is or subsequently becomes publicly available without Receiving Party's breach of any obligation owed Disclosing Party;
---
(ii) became known to Receiving Party prior to Disclosing Party's disclosure of such information to Receiving Party;
---
(iii) became known to Receiving Party from a source other than Disclosing Party other than by the breach of an obligation of confidentiality owed to Disclosing Party; or
---
(iv) is independently developed by Receiving Party.
---
(e) The terms of confidentiality under this Agreement shall not be construed to limit either party's right to independently develop or acquire products without use of the other party's Confidential Information.",,,,Multi-span,,,,
477,nda-5,Entailment,Receiving Party may disclose Confidential Information or Confidential Material only to Receiving Party's employees or consultants on a need-to-know basis.,,,,Single-span,,,,
477,nda-4,Contradiction,"Further, either party shall be free to use for any purpose the residuals resulting from access to or work with such Confidential Information, provided that such party shall maintain the confidentiality of the Confidential Information as provided herein.",,,,Single-span,,,,
481,nda-11,NotMentioned,N/A,,,,None,,,,
481,nda-16,NotMentioned,N/A,,,,None,,,,
481,nda-15,NotMentioned,N/A,,,,None,,,,
481,nda-10,Entailment,"2. The Agreement is valid and effective for all purposes, business, communications, negotiations, disclosures and transactions of whatever nature between the Parties for a period of two (2) years from the effective date hereof.",,,,Single-span,,,,
481,nda-2,Contradiction,"c) The Parties will maintain complete confidentiality regarding this Agreement and all transactions occurring thereunder, each other's business, business sources and affiliates and each other's propriety knowledge and know-how, and will disclose such information only pursuant to the express written permission of the party who made such information available save where such information deemed to be in the public domain or under the order of a competent Court or Government Agency.",,,,Single-span,,,,
481,nda-1,NotMentioned,N/A,,,,None,,,,
481,nda-19,Entailment,Such covenant and agreement shall survive termination of this Agreement for any reason whatsoever.,,,,Single-span,,,,
481,nda-12,NotMentioned,N/A,,,,None,,,,
481,nda-20,NotMentioned,N/A,,,,None,,,,
481,nda-3,Entailment,"d) This Agreement and each additional agreement concluded or written or verbal disclosure made between the Parties, shall be kept confidential and is not to be reproduced, communicated or distributed in any manner whatsoever except on a ""need to know"" basis to persons directly involved with the closing of any transaction contemplated between the Parties, or legal counsel of a Party.",,,,Single-span,,,,
481,nda-18,NotMentioned,N/A,,,,None,,,,
481,nda-7,NotMentioned,N/A,,,,None,,,,
481,nda-17,Entailment,"d) This Agreement and each additional agreement concluded or written or verbal disclosure made between the Parties, shall be kept confidential and is not to be reproduced, communicated or distributed in any manner whatsoever except on a ""need to know"" basis to persons directly involved with the closing of any transaction contemplated between the Parties, or legal counsel of a Party.",,,,Single-span,,,,
481,nda-8,NotMentioned,N/A,,,,None,,,,
481,nda-13,NotMentioned,N/A,,,,None,,,,
481,nda-5,Entailment,"d) This Agreement and each additional agreement concluded or written or verbal disclosure made between the Parties, shall be kept confidential and is not to be reproduced, communicated or distributed in any manner whatsoever except on a ""need to know"" basis to persons directly involved with the closing of any transaction contemplated between the Parties, or legal counsel of a Party.",,,,Single-span,,,,
481,nda-4,NotMentioned,N/A,,,,None,,,,
483,nda-11,NotMentioned,N/A,,,,None,,,,
483,nda-16,Entailment,"2. The Receiving Party agrees:
---
f. to return or destroy Information which is in written or physical form, together with any and all copies, negatives, or reproductions or derivative works in any media, promptly upon request of Disclosing Party or upon termination or completion of the Agreement.",,,,Multi-span,,,,
483,nda-15,Entailment,"7. No license, express or implied, in Information is granted to the Receiving Party other than to use Information in the manner and to the extent authorized by the Agreement.",,,,Single-span,,,,
483,nda-10,NotMentioned,N/A,,,,None,,,,
483,nda-2,NotMentioned,N/A,,,,None,,,,
483,nda-1,Entailment,"As used herein the term ""Information"" includes any and all technology, information, knowledge or data whether oral, written, in a physical form or otherwise, which is disclosed for the purpose set forth above and which is identified by the Disclosing Party at the time of disclosure as being proprietary and/or confidential.
---
To be covered hereunder, Information disclosed in writing must be marked ""proprietary"", ""confidential"", or by words of similar import.
---
Information disclosed orally or visually and identified at the time as proprietary or confidential shall be covered hereunder if it is reduced to writing, marked as provided herein, and transmitted to Receiving Party within thirty (30) days after disclosure.",,,,Multi-span,,,,
483,nda-19,Entailment,The rights and obligations of the Parties hereunder in respect of Information received under and subject to the Agreement shall survive such termination.,,,,Single-span,,,,
483,nda-12,Entailment,"3. Disclosing Party acknowledges that the Agreement does not apply to Information which:
---
c. is independently developed by Receiving Party without use of Information;",,,,Multi-span,,,,
483,nda-20,Contradiction,"2. The Receiving Party agrees:
---
f. to return or destroy Information which is in written or physical form, together with any and all copies, negatives, or reproductions or derivative works in any media, promptly upon request of Disclosing Party or upon termination or completion of the Agreement.",,,,Multi-span,,,,
483,nda-3,Entailment,"As used herein the term ""Information"" includes any and all technology, information, knowledge or data whether oral, written, in a physical form or otherwise, which is disclosed for the purpose set forth above and which is identified by the Disclosing Party at the time of disclosure as being proprietary and/or confidential.
---
Information disclosed orally or visually and identified at the time as proprietary or confidential shall be covered hereunder if it is reduced to writing, marked as provided herein, and transmitted to Receiving Party within thirty (30) days after disclosure.",,,,Multi-span,,,,
483,nda-18,Entailment,"5. Because of the trade secret subject matter of Entera's business, Disclosee agrees that it will not solicit the services of any of the employees of Entera during the term of this Agreement and for ninety (90) days thereafter.",,,,Single-span,,,,
483,nda-7,Contradiction,"2. The Receiving Party agrees:
---
d. not to disclose Information to any other party without the written authorization of Disclosing Party;",,,,Multi-span,,,,
483,nda-17,Contradiction,"2. The Receiving Party agrees:
---
e. not to duplicate Information without the express written permission of Disclosing Party;",,,,Multi-span,,,,
483,nda-8,NotMentioned,N/A,,,,None,,,,
483,nda-13,Entailment,"3. Disclosing Party acknowledges that the Agreement does not apply to Information which:
---
d. is rightfully received by Receiving Party from a third party without breach of the Agreement;",,,,Multi-span,,,,
483,nda-5,Entailment,"2. The Receiving Party agrees:
---
c. to restrict dissemination of Information within its organization to employees having a need to know in connection with the purpose of the disclosure set forth above, and to ensure that such employees are informed of the proprietary and confidential nature thereof and that they agree to and observe the requirements of confidentiality set forth herein;",,,,Multi-span,,,,
483,nda-4,Entailment,"2. The Receiving Party agrees:
---
a. that with respect to Information, a confidential relationship is established between the Parties, and that Receiving Party shall use Information only for the purpose set forth above;",,,,Multi-span,,,,
484,nda-11,NotMentioned,N/A,,,,None,,,,
484,nda-16,NotMentioned,N/A,,,,None,,,,
484,nda-15,NotMentioned,N/A,,,,None,,,,
484,nda-10,NotMentioned,N/A,,,,None,,,,
484,nda-2,Contradiction,"(a) The Stockholder hereby acknowledges and agrees that:
---
(i) the business contacts, customers, suppliers, technology, know-how, trade secrets, marketing techniques, operating methods and other aspects of the Business have been of value to the Seller, and have provided the Seller (and will hereafter provide the Buyer) with substantial competitive advantage in the operation of the Business, and
---
(ii) by virtue of its ownership and management of the Seller as its sole stockholder, the Stockholder has detailed knowledge of and possesses confidential information concerning the Business.
---
(b) The Stockholder hereby agrees, for the benefit of the Buyer and its subsidiaries, that it shall not, directly or indirectly, for itself or through or on behalf of any of its subsidiaries or affiliates, or any other person or entity, in each case relating only to the Business:
---
(i) at any time from and after the date hereof, except to the extent required by law or in connection with any legal proceeding of which the Stockholder has theretofore given written notice to the Buyer, divulge, transmit or otherwise disclose or cause to be divulged, transmitted or otherwise disclosed, any business contacts, client or customer lists, technology, know-how, trade secrets, marketing techniques, contracts or other confidential or proprietary information of the Seller or the Buyer of whatever nature, whether existing on or prior to the date hereof or arising from and after the date hereof (provided, however, that for purposes hereof, information shall not be considered to be confidential or proprietary if",,,,Multi-span,,,,
484,nda-1,NotMentioned,N/A,,,,None,,,,
484,nda-19,NotMentioned,N/A,,,,None,,,,
484,nda-12,NotMentioned,N/A,,,,None,,,,
484,nda-20,NotMentioned,N/A,,,,None,,,,
484,nda-3,NotMentioned,N/A,,,,None,,,,
484,nda-18,Entailment,"(b) The Stockholder hereby agrees, for the benefit of the Buyer and its subsidiaries, that it shall not, directly or indirectly, for itself or through or on behalf of any of its subsidiaries or affiliates, or any other person or entity, in each case relating only to the Business:
---
(ii) at any time from the date hereof through and including the second (2nd) anniversary of the date hereof (the ""Restrictive Period""), solicit, seek to hire, employ or retain (directly or indirectly, whether as an employee, consultant or otherwise) any person employed or retained by the Buyer at such time or within one (1) year prior to such solicitation, hiring, employment or retention, or otherwise materially and adversely interfere with the relationship between the Buyer and any such person, without the prior written consent of the Buyer in each instance; and/or",,,,Multi-span,,,,
484,nda-7,NotMentioned,N/A,,,,None,,,,
484,nda-17,NotMentioned,N/A,,,,None,,,,
484,nda-8,Entailment,"(b) The Stockholder hereby agrees, for the benefit of the Buyer and its subsidiaries, that it shall not, directly or indirectly, for itself or through or on behalf of any of its subsidiaries or affiliates, or any other person or entity, in each case relating only to the Business:
---
(i) at any time from and after the date hereof, except to the extent required by law or in connection with any legal proceeding of which the Stockholder has theretofore given written notice to the Buyer, divulge, transmit or otherwise disclose or cause to be divulged, transmitted or otherwise disclosed, any business contacts, client or customer lists, technology, know-how, trade secrets, marketing techniques, contracts or other confidential or proprietary information of the Seller or the Buyer of whatever nature, whether existing on or prior to the date hereof or arising from and after the date hereof (provided, however, that for purposes hereof, information shall not be considered to be confidential or proprietary if",,,,Multi-span,,,,
484,nda-13,NotMentioned,N/A,,,,None,,,,
484,nda-5,NotMentioned,N/A,,,,None,,,,
484,nda-4,NotMentioned,N/A,,,,None,,,,
485,nda-11,NotMentioned,N/A,,,,None,,,,
485,nda-16,NotMentioned,N/A,,,,None,,,,
485,nda-15,Entailment,"5. Information shall be deemed the property of the disclosing Party and, within ten (10) business days upon written request from the disclosing party, the other party will return all such information received in tangible form to the disclosing party or will destroy all such information.
---
11. Nothing contained in this Agreement shall be construed as granting or conferring any rights by license or otherwise in any information disclosed, or under any trademark, patent, copyright, mask work or nay other intellectual property right of either party.",,,,Multi-span,,,,
485,nda-10,Entailment,"In addition, the existence and terms of this Agreement, and the fact and substance of Company's discussions and correspondence with Broker relating to the Transactions, including the identification of either party by name or identifiable in connection with the parties' participation in such process, shall be deemed information of both parties and shall not be disclosed by either party without the consent of the other party.",,,,Single-span,,,,
485,nda-2,Contradiction,"Such proprietary or confidential information (""Information"") includes any and all technical and non-technical information, including without limitation, information concerning financial, accounting or marketing reports, business plans, analysis, forecasts, predictors, intellectual property, trade secrets and know-how disclosed in connection with the Transactions.
---
""Information"" may take the form of documentation, drawings, specifications, software, technical or engineering data and other forms, and may be communicated orally, in writing, by electronic or magnetic media, by visual observation and by other means.",,,,Multi-span,,,,
485,nda-1,Contradiction,"3. All information which is disclosed by one party to the other in connection with discussions relating to the Transactions, whether before or after the date of execution of this Agreement, shall automatically be deemed proprietary or confidential and subject to this Agreement unless otherwise confirmed in writing by the disclosing party.",,,,Single-span,,,,
485,nda-19,Entailment,"The obligations of the parties contained in Paragraphs 5, 10 and 12 shall survive and continue beyond the expiration of the Information Disclosure Period by a further period of two (2) years.",,,,Single-span,,,,
485,nda-12,Entailment,"6. The party to whom information is disclosed shall have no obligation to preserve the proprietary or confidential nature of any information which:
---
c. is developed by or on behalf of such party independent of any information furnished under this Agreement; or",,,,Multi-span,,,,
485,nda-20,NotMentioned,N/A,,,,None,,,,
485,nda-3,Entailment,"Such proprietary or confidential information (""Information"") includes any and all technical and non-technical information, including without limitation, information concerning financial, accounting or marketing reports, business plans, analysis, forecasts, predictors, intellectual property, trade secrets and know-how disclosed in connection with the Transactions.
---
""Information"" may take the form of documentation, drawings, specifications, software, technical or engineering data and other forms, and may be communicated orally, in writing, by electronic or magnetic media, by visual observation and by other means.",,,,Multi-span,,,,
485,nda-18,NotMentioned,N/A,,,,None,,,,
485,nda-7,Entailment,"2. ""Representatives"" means the controlled affiliates of either party, and the respective directors, officers, employees, attorneys, s and other agents and advisors of either party or of the controlled affiliates of either party.
---
4. With respect to information disclosed under this Agreement, the party to whom the information is disclosed and its Representatives shall:
---
b. restrict disclosure of the information solely to those Representatives with a need to know and not disclose it to any other person;",,,,Multi-span,,,,
485,nda-17,Entailment,"4. With respect to information disclosed under this Agreement, the party to whom the information is disclosed and its Representatives shall:
---
d. use the information only in connection with continuing discussions by the parties concerning the Transactions, except as may otherwise be mutually agreed upon in writing, and shall reproduce such information only to the extent necessary for such purpose.",,,,Multi-span,,,,
485,nda-8,Entailment,"10. In the event that the receiving party or its employees or Representatives
---
(a) need (for securities law purposes) to make disclosures of information or
---
(b) are required by law, regulations, or government agency or court orders, interrogatories, requests for information or documents, subpoenas, or civil investigative demands to disclose any information, in the case of
---
(a) the receiving party shall provide the disclosing party with prompt written notice so that the disclosing party can work with the receiving party to limit the disclosure to the greatest extent possible consistent with legal obligations (it being understood that disclosure of the name of the other party will never be made without that party's prior written consent); or in he case of",,,,Multi-span,,,,
485,nda-13,Entailment,"6. The party to whom information is disclosed shall have no obligation to preserve the proprietary or confidential nature of any information which:
---
d. is received from a third party whose disclosures does not violate any confidentiality obligation.",,,,Multi-span,,,,
485,nda-5,Entailment,"2. ""Representatives"" means the controlled affiliates of either party, and the respective directors, officers, employees, attorneys, s and other agents and advisors of either party or of the controlled affiliates of either party.
---
4. With respect to information disclosed under this Agreement, the party to whom the information is disclosed and its Representatives shall:
---
b. restrict disclosure of the information solely to those Representatives with a need to know and not disclose it to any other person;",,,,Multi-span,,,,
485,nda-4,Entailment,"4. With respect to information disclosed under this Agreement, the party to whom the information is disclosed and its Representatives shall:
---
d. use the information only in connection with continuing discussions by the parties concerning the Transactions, except as may otherwise be mutually agreed upon in writing, and shall reproduce such information only to the extent necessary for such purpose.",,,,Multi-span,,,,
487,nda-11,NotMentioned,N/A,,,,None,,,,
487,nda-16,NotMentioned,N/A,,,,None,,,,
487,nda-15,Entailment,"The receiving party shall not have any rights or obligations respecting the Confidential Data other than those specifically set forth in this Agreement.
---
Without limiting the generality of any other provision of this Agreement:
---
(a) no license is hereby or otherwise granted, directly or indirectly, under any patent, copyright or other proprietary right of the disclosing party or its third party vendors; and",,,,Multi-span,,,,
487,nda-10,NotMentioned,N/A,,,,None,,,,
487,nda-2,Contradiction,"2. CONFIDENTIAL DATA. ""Confidential Data"" means
---
(a) any Data disclosed by or on behalf of a party (""disclosing party"") to the other party (""receiving party""), including, without limitation,
---
(i) any materials, trade secrets, know-how, formulas, processes, algorithms, ideas, strategies, inventions, data, network configurations, system architecture, designs, flow charts, drawings, proprietary information, business and marketing plans, financial and operational information, and all other non-public information, material or data relating to the current and/or future business and operations of the disclosing party, and",,,,Multi-span,,,,
487,nda-1,NotMentioned,N/A,,,,None,,,,
487,nda-19,Entailment,The receiving party's obligations under this Agreement respecting the Confidential Data shall survive termination of said discussions.,,,,Single-span,,,,
487,nda-12,Entailment,"Notwithstanding any other provision of this Agreement, Data shall not be, or shall cease to be, Confidential Data hereunder:
---
(d) if such Data is developed by the receiving party independently of any disclosure of such Data by the disclosing party.",,,,Multi-span,,,,
487,nda-20,Contradiction,"The receiving party shall, upon written request of the disclosing party, return to the disclosing party all Confidential Data, including all copies thereof, disclosed hereunder.",,,,Single-span,,,,
487,nda-3,Entailment,"In connection therewith, Level 3 and NNT may disclose to each other technical, financial and/or other information, material, or data which is written, oral or in any other form, electronic or otherwise (collectively ""Data"") which is considered confidential and proprietary.",,,,Single-span,,,,
487,nda-18,NotMentioned,N/A,,,,None,,,,
487,nda-7,Entailment,"Notwithstanding the foregoing, the receiving party may disclose the Confidential Data, to such of the receiving party's consultants, agents and affiliates (collectively ""receiving party representative"") which the receiving party reasonably and in good faith believes should be involved in the evaluation or performance of the Proposed Relationship, provided such receiving party representative is informed of this Agreement and agrees to be bound by the terms hereof, and the receiving party uses best efforts to cause the receiving party representative to observe the terms of this Agreement.",,,,Single-span,,,,
487,nda-17,Entailment,"Unless otherwise agreed to in writing by the disclosing party, the receiving party agrees
---
(c) not to reproduce or copy the Confidential Data, in whole or in part, except as necessary for the evaluation or conduct of the Proposed Relationship.",,,,Multi-span,,,,
487,nda-8,Entailment,"In the event that the receiving party is required by applicable law, rule, regulation or lawful order or ruling of any court, government agency or regulatory commission to disclose any Confidential Data, the receiving party agrees that it will provide the disclosing party with prompt notice of such request(s) to enable the disclosing party to seek an appropriate protective order or to take steps to protect the confidentiality of such Confidential Data.",,,,Single-span,,,,
487,nda-13,Entailment,"Notwithstanding any other provision of this Agreement, Data shall not be, or shall cease to be, Confidential Data hereunder:
---
(c) after such Data becomes available to the receiving party from others having no obligation to hold such Data in confidence; or",,,,Multi-span,,,,
487,nda-5,Entailment,"Notwithstanding the foregoing, the receiving party may disclose the Confidential Data, to such of the receiving party's consultants, agents and affiliates (collectively ""receiving party representative"") which the receiving party reasonably and in good faith believes should be involved in the evaluation or performance of the Proposed Relationship, provided such receiving party representative is informed of this Agreement and agrees to be bound by the terms hereof, and the receiving party uses best efforts to cause the receiving party representative to observe the terms of this Agreement.",,,,Single-span,,,,
487,nda-4,NotMentioned,N/A,,,,None,,,,
489,nda-11,NotMentioned,N/A,,,,None,,,,
489,nda-16,Entailment,"4. Upon termination of the Evaluation of the parties' relationship with respect thereto, and upon Discloser's request, Recipient shall return to Discloser all materials reflecting or containing any of Discloser's Confidential Information and shall not retain any copies, extracts or other reproductions in whole or in part of any of the foregoing.",,,,Single-span,,,,
489,nda-15,Entailment,"7. The parties hereto shall not be obligated to compensate each other for disclosure of any information under this Agreement and agree that no warranties of any kind are given with respect to such information, as well as any use thereof.
---
It is understood that no patent, copyright, trademark or other proprietary right or license is granted by this Agreement.",,,,Multi-span,,,,
489,nda-10,NotMentioned,N/A,,,,None,,,,
489,nda-2,Contradiction,"1. The term ""Confidential Information"" shall mean any information and data of a confidential nature belonging to the disclosing party, its affiliates and/or licensors (""Discloser""), including without limitation, proprietary, technical, developmental, marketing, sales, operating, financial, performance, cost, business and process information and plans, software, and computer programming techniques which are disclosed or made available pursuant to this Agreement in connection with the Evaluation.",,,,Single-span,,,,
489,nda-1,NotMentioned,N/A,,,,None,,,,
489,nda-19,Entailment,"Recipient's obligations hereunder with respect to Confidential Information shall survive the termination of the parties' relationship.
---
The confidentiality provisions in this Agreement shall survive termination of this Agreement and the parties' relationship relating to the Evaluation.",,,,Multi-span,,,,
489,nda-12,Entailment,"2. Except for the software products and GO data, if any, disclosed hereunder, Confidential Information shall not include information which
---
(d) is independently developed by or for the Recipient without access to the Discloser's Confidential Information.",,,,Multi-span,,,,
